Sales document,Customer_Number,Material,Pricing RC,RCDescription,Calendar Day,F8,$
401226423,3658830,2346228,507,Customer,01/22/2019,2,1477.92
439853423,3679673,2394235,120,Pricing Engine ZGPD,01/04/2019,1600,396.31
973356523,3655035,2301285,120,Pricing Engine ZGPD,01/02/2019,30,2227.5
439853523,2694100,2687597,120,Pricing Engine ZGPD,01/04/2019,4,19.98
439879523,3676162,2306378,120,Pricing Engine ZGPD,01/21/2019,1,169
953205523,3671027,2687658,230,Agreement Netprice,01/09/2019,20,41.8
953205523,3671027,2629908,363,Overwr Price Eng Cust.NP - Z001,01/09/2019,30,68.6
953205523,3671027,2328161,230,Agreement Netprice,01/09/2019,20,504.17
953205523,3671027,2629901,363,Overwr Price Eng Cust.NP - Z001,01/09/2019,30,68.6
953205523,3671027,2629970,230,Agreement Netprice,01/09/2019,30,50.6
439876723,3672363,8980156,120,Pricing Engine ZGPD,01/15/2019,2,150.52
439876723,3672363,2369405,120,Pricing Engine ZGPD,01/15/2019,0,0
439876723,3672363,2366090,120,Pricing Engine ZGPD,01/15/2019,0,0
973263723,3650922,2334219,463,Overwr Agr Cust.NP - Z001,01/18/2019,32,32
439858723,3676792,2629065,120,Pricing Engine ZGPD,01/08/2019,8,115.24
973375723,3039326,2306899,120,Pricing Engine ZGPD,01/10/2019,1,6.28
973236023,3658938,2672219,230,Agreement Netprice,01/21/2019,40,117.4
973378023,3659428,2651473,230,Agreement Netprice,01/09/2019,3,356.31
953204023,3675357,2312493,120,Pricing Engine ZGPD,01/08/2019,1,1048.02
953204023,3675357,2313678,120,Pricing Engine ZGPD,01/08/2019,100,40.71
953204023,3675357,2313674,120,Pricing Engine ZGPD,01/08/2019,100,43.37
973357023,3700041,2639541,120,Pricing Engine ZGPD,01/08/2019,6,198.9
973357023,3700041,2310590,120,Pricing Engine ZGPD,01/08/2019,2,219.3
439876683,2317382,8431404,120,Pricing Engine ZGPD,01/14/2019,1,0
439876683,2317382,8911585,120,Pricing Engine ZGPD,01/14/2019,1,0.94
523807683,3075084,2344423,#,#,01/16/2019,1,0
523807683,3075084,2623599,#,#,01/16/2019,1,0
523807683,3075084,2634564,#,#,01/16/2019,1,0
523807683,3075084,2657924,#,#,01/16/2019,1,0
973300383,3273099,8436755,120,Pricing Engine ZGPD,01/15/2019,1,0
439873283,2686931,8986296,120,Pricing Engine ZGPD,01/15/2019,1,459.35
439873283,2686931,2363982,120,Pricing Engine ZGPD,01/15/2019,0,0
973352283,2896327,2313096,230,Agreement Netprice,01/03/2019,1400,1198.4
903175283,2960878,2310598,120,Pricing Engine ZGPD,01/08/2019,-3,-576.5
903175283,2960878,2639541,120,Pricing Engine ZGPD,01/08/2019,-1,-36.62
973232883,3894104,2313046,120,Pricing Engine ZGPD,01/22/2019,10,53.77
973232883,3894104,2313093,120,Pricing Engine ZGPD,01/22/2019,50,79.56
973354883,3673652,8104066,230,Agreement Netprice,01/04/2019,2,545.98
973354883,3673652,8936326,230,Agreement Netprice,01/04/2019,1,244.21
973354883,3673652,8104063,230,Agreement Netprice,01/04/2019,1,272.99
973374883,3676156,8986296,230,Agreement Netprice,01/09/2019,1,288.1
973374883,3676156,2363982,230,Agreement Netprice,01/09/2019,0,0
973374883,3676156,8986292,230,Agreement Netprice,01/09/2019,1,726.1
439815883,3655035,8107212,120,Pricing Engine ZGPD,01/04/2019,0,0
439815883,3655035,2307668,120,Pricing Engine ZGPD,01/04/2019,0,0
439815883,3655035,2622508,120,Pricing Engine ZGPD,01/04/2019,0,0
439815883,3655035,2363008,120,Pricing Engine ZGPD,01/04/2019,0,0
439815883,3655035,2665690,120,Pricing Engine ZGPD,01/04/2019,0,0
973340883,3655924,8986296,120,Pricing Engine ZGPD,01/02/2019,2,978
973340883,3655924,2363982,120,Pricing Engine ZGPD,01/02/2019,0,0
523803183,3659310,2344423,#,#,01/14/2019,1,0
973302183,3659314,8149663,120,Pricing Engine ZGPD,01/15/2019,1,265.33
973302183,3659314,2684024,120,Pricing Engine ZGPD,01/15/2019,2,75.26
973302183,3659314,8964114,230,Agreement Netprice,01/15/2019,1,1536.55
973302183,3659314,8969260,230,Agreement Netprice,01/15/2019,0,0
439851183,3672281,2602657,120,Pricing Engine ZGPD,01/08/2019,2,80.5
523800183,2184895,2338536,#,#,01/18/2019,1,39.53
523800183,2184895,2669885,#,#,01/18/2019,2,0.65
953206983,3606709,8181866,230,Agreement Netprice,01/14/2019,0,0
953206983,3606709,8941558,230,Agreement Netprice,01/14/2019,1,902
953206983,3606709,2349194,230,Agreement Netprice,01/14/2019,0,0
953206983,3606709,2384980,230,Agreement Netprice,01/14/2019,0,0
953206983,3606709,8983870,230,Agreement Netprice,01/14/2019,0,0
973261983,3651084,2622508,120,Pricing Engine ZGPD,01/17/2019,4,178.82
973351983,2177928,2322980,463,Overwr Agr Cust.NP - Z001,01/15/2019,375,5433.75
973260983,3654474,2600699,120,Pricing Engine ZGPD,01/22/2019,5000,102.95
903928483,3674346,2313043,120,Pricing Engine ZGPD,01/07/2019,-30,-184.67
973351483,2845766,2301186,120,Pricing Engine ZGPD,01/04/2019,0,0
973351483,2845766,2332493,120,Pricing Engine ZGPD,01/04/2019,1,221.54
973351483,2845766,2332493,363,Overwr Price Eng Cust.NP - Z001,01/04/2019,0,0
973351483,2845766,8901362,363,Overwr Price Eng Cust.NP - Z001,01/04/2019,1,574.75
973351483,2845766,2332412,120,Pricing Engine ZGPD,01/04/2019,1,199
973351483,2845766,2332412,363,Overwr Price Eng Cust.NP - Z001,01/04/2019,0,0
973351483,2845766,2632568,363,Overwr Price Eng Cust.NP - Z001,01/04/2019,0,0
973351483,2845766,2310598,363,Overwr Price Eng Cust.NP - Z001,01/04/2019,0,0
973351483,2845766,2639541,363,Overwr Price Eng Cust.NP - Z001,01/04/2019,0,0
973351483,2845766,2384129,363,Overwr Price Eng Cust.NP - Z001,01/04/2019,0,0
973351483,2845766,2342679,120,Pricing Engine ZGPD,01/04/2019,0,0
973351483,2845766,2310945,120,Pricing Engine ZGPD,01/04/2019,0,0
973351483,2845766,8990575,120,Pricing Engine ZGPD,01/04/2019,1,219
973351483,2845766,2384807,363,Overwr Price Eng Cust.NP - Z001,01/04/2019,0,0
973351483,2845766,8949210,363,Overwr Price Eng Cust.NP - Z001,01/04/2019,2,759.98
439847483,3888177,2651253,230,Agreement Netprice,01/02/2019,0,0
439847483,3888177,8104073,230,Agreement Netprice,01/02/2019,1,92.82
439847483,3888177,8105680,230,Agreement Netprice,01/02/2019,1,117.86
973340483,3674149,2629061,120,Pricing Engine ZGPD,01/03/2019,24,314.87
973340483,3674149,2358294,120,Pricing Engine ZGPD,01/03/2019,20,58.3
439840483,3675570,2363983,120,Pricing Engine ZGPD,01/03/2019,0,0
439840483,3675570,8986210,120,Pricing Engine ZGPD,01/03/2019,1,156.96
973300483,3123581,2261833,363,Overwr Price Eng Cust.NP - Z001,01/17/2019,50000,2825.5
439856583,2269605,2384807,310,Overwr Price Eng Warranty,01/04/2019,1,0
973303583,2397142,2398776,120,Pricing Engine ZGPD,01/11/2019,0,0
973303583,2397142,8105806,120,Pricing Engine ZGPD,01/11/2019,1,1361.49
973303583,2397142,2651473,120,Pricing Engine ZGPD,01/11/2019,0,0
973303583,2397142,2680868,120,Pricing Engine ZGPD,01/11/2019,10,108.21
973303583,2397142,2349038,120,Pricing Engine ZGPD,01/11/2019,1,143
973303583,2397142,2612988,120,Pricing Engine ZGPD,01/11/2019,10,19.04
973303583,2397142,2328161,120,Pricing Engine ZGPD,01/11/2019,40,2120.66
973303583,2397142,8985141,120,Pricing Engine ZGPD,01/11/2019,1,4241.46
973303583,2397142,2639541,120,Pricing Engine ZGPD,01/11/2019,0,0
973303583,2397142,8431451,120,Pricing Engine ZGPD,01/11/2019,1,0
973303583,2397142,2637049,120,Pricing Engine ZGPD,01/11/2019,0,0
973303583,2397142,2384809,120,Pricing Engine ZGPD,01/11/2019,0,0
973303583,2397142,2345314,120,Pricing Engine ZGPD,01/11/2019,0,0
973303583,2397142,2665695,120,Pricing Engine ZGPD,01/11/2019,0,0
973303583,2397142,8431405,120,Pricing Engine ZGPD,01/11/2019,2,0
973303583,2397142,2637097,120,Pricing Engine ZGPD,01/11/2019,0,0
973303583,2397142,2665690,120,Pricing Engine ZGPD,01/11/2019,0,0
973347583,3154328,2310703,120,Pricing Engine ZGPD,01/01/2019,0,0
973347583,3154328,8991549,120,Pricing Engine ZGPD,01/01/2019,0,0
973347583,3154328,2310510,120,Pricing Engine ZGPD,01/01/2019,0,0
973347583,3154328,2382840,120,Pricing Engine ZGPD,01/01/2019,0,0
973350583,3659328,2675147,120,Pricing Engine ZGPD,01/07/2019,6,207.3
439873783,3310162,8980243,120,Pricing Engine ZGPD,01/15/2019,1,740
439873783,3310162,2656049,230,Agreement Netprice,01/15/2019,40000,521.5
439873783,3310162,2615685,120,Pricing Engine ZGPD,01/15/2019,0,0
439875783,3674621,8140817,230,Agreement Netprice,01/22/2019,1,660.83
523870783,2269605,2342393,#,#,01/08/2019,1,0
973262083,3659342,8985142,230,Agreement Netprice,01/17/2019,1,598.2
973262083,3659342,2363008,230,Agreement Netprice,01/17/2019,0,0
973262083,3659342,2328161,230,Agreement Netprice,01/17/2019,0,0
973262083,3659342,2665695,230,Agreement Netprice,01/17/2019,0,0
953209083,3658931,8916856,363,Overwr Price Eng Cust.NP - Z001,01/03/2019,2,2329.88
953209083,3658931,2394803,363,Overwr Price Eng Cust.NP - Z001,01/03/2019,1000,234.52
953209083,3658931,2639541,363,Overwr Price Eng Cust.NP - Z001,01/03/2019,0,0
953209083,3658931,2363884,363,Overwr Price Eng Cust.NP - Z001,01/03/2019,0,0
953209083,3658931,2384807,363,Overwr Price Eng Cust.NP - Z001,01/03/2019,0,0
439850083,3097030,8986296,120,Pricing Engine ZGPD,01/14/2019,1,459.35
439850083,3097030,2363982,120,Pricing Engine ZGPD,01/14/2019,0,0
973378613,2107504,8936328,230,Agreement Netprice,01/08/2019,3,516.27
973378613,2107504,8104048,230,Agreement Netprice,01/09/2019,9,818.55
973378613,2107504,2651254,230,Agreement Netprice,01/09/2019,0,0
973371613,3994325,8110646,120,Pricing Engine ZGPD,01/10/2019,5,470.18
973371613,3994325,2657762,230,Agreement Netprice,01/10/2019,25,12.36
973371613,3994325,2657490,230,Agreement Netprice,01/10/2019,50,12.36
439854613,2298580,2655055,310,Overwr Price Eng Warranty,01/09/2019,1,0
903926313,2298580,2398727,120,Pricing Engine ZGPD,01/02/2019,-1,-49.94
973302313,3672988,8108459,120,Pricing Engine ZGPD,01/11/2019,1,57.43
973302313,3672988,2687655,120,Pricing Engine ZGPD,01/11/2019,0,0
973301313,3052699,2680868,120,Pricing Engine ZGPD,01/14/2019,20,216.42
973301313,3052699,2349038,120,Pricing Engine ZGPD,01/14/2019,1,143
973301313,3052699,2612988,120,Pricing Engine ZGPD,01/14/2019,10,19.04
953200313,3678275,2667723,120,Pricing Engine ZGPD,01/11/2019,200,169.9
953200313,3678275,2334219,120,Pricing Engine ZGPD,01/11/2019,192,436.5
953200313,3678275,2310584,120,Pricing Engine ZGPD,01/11/2019,100,55.9
903922213,3672305,2358804,120,Pricing Engine ZGPD,01/04/2019,-20,-35.84
903922213,3672305,2677585,120,Pricing Engine ZGPD,01/04/2019,-20,-43.41
523877213,3658830,2330771,#,#,01/07/2019,1,0
523877213,3658830,2336559,#,#,01/07/2019,1,0
523877213,3658830,2336550,#,#,01/07/2019,1,0
523870213,3679666,2344423,#,#,01/08/2019,1,0
523870213,3679666,2325675,#,#,01/08/2019,1,0
439873813,3821553,2622501,120,Pricing Engine ZGPD,01/16/2019,20,1040.71
439851813,2129983,2328008,120,Pricing Engine ZGPD,01/08/2019,1000,104.3
523877813,3659428,2344423,#,#,01/04/2019,1,0
523877813,3659428,2692598,#,#,01/04/2019,1,0
523877813,3659428,2626014,#,#,01/04/2019,1,0
523803113,3123581,2308951,#,#,01/11/2019,1,0
523803113,3123581,2302715,#,#,01/11/2019,1,0
439855113,3657770,2374026,120,Pricing Engine ZGPD,01/10/2019,1,159
439855113,3657770,2622501,230,Agreement Netprice,01/10/2019,40,1264.14
523800113,3767638,2369826,#,#,01/17/2019,1,0
523800113,3767638,2642082,#,#,01/17/2019,3,0
523800113,3767638,2654801,#,#,01/17/2019,1,0
401358913,3199647,2338112,#,#,01/08/2019,0,16.94
439847913,3672281,2306378,363,Overwr Price Eng Cust.NP - Z001,01/02/2019,0,0
439847913,3672281,8462150,363,Overwr Price Eng Cust.NP - Z001,01/02/2019,1,217
973370913,3654837,8964758,463,Overwr Agr Cust.NP - Z001,01/11/2019,5,2937.35
973370913,3654837,2613537,463,Overwr Agr Cust.NP - Z001,01/11/2019,0,0
439853413,3657120,2651256,120,Pricing Engine ZGPD,01/04/2019,1000,108.97
439853413,3657120,2602651,120,Pricing Engine ZGPD,01/04/2019,1,40.25
973372413,3678582,2363982,230,Agreement Netprice,01/09/2019,0,0
973372413,3678582,8986292,230,Agreement Netprice,01/09/2019,1,689.08
973372413,3678582,2363988,230,Agreement Netprice,01/09/2019,1,246.1
401349513,2266409,2313606,#,#,01/03/2019,0,4.24
401349513,2266409,2332412,#,#,01/03/2019,0,6.53
401349513,2266409,8991172,#,#,01/03/2019,0,12.11
401349513,2266409,2384807,#,#,01/03/2019,0,4.89
523163713,3824249,2605956,#,#,01/21/2019,1,0
523163713,3824249,2364448,#,#,01/21/2019,1,0
523163713,3824249,2695079,#,#,01/21/2019,1,0
523163713,3824249,2383144,#,#,01/21/2019,1,0
523163713,3824249,2605157,#,#,01/21/2019,1,0
401375713,2663094,8991843,#,#,01/11/2019,0,-210.48
523805713,3123581,2309176,#,#,01/15/2019,1,0
523805713,3123581,2309138,#,#,01/15/2019,1,0
523805713,3123581,2309178,#,#,01/15/2019,1,0
523805713,3123581,2317889,#,#,01/15/2019,5,0
523805713,3123581,2317884,#,#,01/15/2019,2,0
523805713,3123581,2301077,#,#,01/15/2019,1,0
523805713,3123581,2302710,#,#,01/15/2019,1,0
973377713,3654931,2324481,120,Pricing Engine ZGPD,01/11/2019,25,33.9
973377713,3654931,2335034,120,Pricing Engine ZGPD,01/11/2019,6,98.5
973377713,3654931,8663615,230,Agreement Netprice,01/11/2019,1,1426.93
439840713,3676394,8131890,120,Pricing Engine ZGPD,01/03/2019,200,58.82
439850713,2371855,2603166,120,Pricing Engine ZGPD,01/14/2019,200,47.43
973356013,3676528,8916256,120,Pricing Engine ZGPD,01/02/2019,1,259
973356013,3676528,2398776,120,Pricing Engine ZGPD,01/02/2019,0,0
973356013,3676528,2307662,120,Pricing Engine ZGPD,01/02/2019,10,79.79
973356013,3676528,2622508,120,Pricing Engine ZGPD,01/02/2019,3,126.89
973356013,3676528,2639541,120,Pricing Engine ZGPD,01/02/2019,0,0
973356013,3676528,2384809,120,Pricing Engine ZGPD,01/02/2019,0,0
973356013,3676528,2665695,120,Pricing Engine ZGPD,01/02/2019,0,0
973356013,3676528,2665690,120,Pricing Engine ZGPD,01/02/2019,0,0
973356013,3676528,2600200,120,Pricing Engine ZGPD,01/02/2019,5,15.72
953863013,3675375,2310706,230,Agreement Netprice,01/15/2019,0,0
953863013,3675375,8926963,230,Agreement Netprice,01/15/2019,1,476.19
953863013,3675375,2607923,230,Agreement Netprice,01/15/2019,0,0
953863013,3675375,2632568,230,Agreement Netprice,01/15/2019,0,0
953863013,3675375,8964111,230,Agreement Netprice,01/15/2019,1,1938.13
953863013,3675375,2639541,230,Agreement Netprice,01/15/2019,0,0
953863013,3675375,2384809,230,Agreement Netprice,01/15/2019,0,0
953863013,3675375,8993214,230,Agreement Netprice,01/15/2019,1,499.69
953863013,3675375,2310517,230,Agreement Netprice,01/15/2019,0,0
953863013,3675375,2607307,230,Agreement Netprice,01/15/2019,0,0
953863013,3675375,8969260,230,Agreement Netprice,01/15/2019,0,0
953863013,3675375,2310510,230,Agreement Netprice,01/15/2019,0,0
953863013,3675375,2310590,230,Agreement Netprice,01/15/2019,0,0
953863013,3675375,2382840,230,Agreement Netprice,01/15/2019,0,0
523808013,2843653,2344423,#,#,01/11/2019,1,0
523808013,2843653,2396459,#,#,01/11/2019,1,0
523808013,2843653,2683587,#,#,01/11/2019,1,0
439859013,3655769,2622508,120,Pricing Engine ZGPD,01/09/2019,0,0
439859013,3655769,8104905,120,Pricing Engine ZGPD,01/09/2019,1,949.38
973345013,3675535,2622508,120,Pricing Engine ZGPD,01/04/2019,10,455.74
973345013,3675535,8104905,120,Pricing Engine ZGPD,01/09/2019,2,1935.64
439857013,3655810,2384809,310,Overwr Price Eng Warranty,01/11/2019,1,0
439851693,3089105,2335037,120,Pricing Engine ZGPD,01/08/2019,6,127
439874693,2606345,2686626,120,Pricing Engine ZGPD,01/21/2019,0,0
439874693,2606345,8171330,120,Pricing Engine ZGPD,01/21/2019,1,944.92
401349393,3671414,2310036,507,Customer,01/03/2019,0,0
401349393,3671414,2355676,507,Customer,01/03/2019,1,159
401349393,3671414,2313606,507,Customer,01/03/2019,1,129
401349393,3671414,2342393,507,Customer,01/03/2019,1,199
401349393,3671414,2338112,507,Customer,01/03/2019,1,129
401349393,3671414,2332412,507,Customer,01/03/2019,0,0
401349393,3671414,8178742,507,Customer,01/03/2019,2,348.32
401349393,3671414,2639541,507,Customer,01/03/2019,3,117
401349393,3671414,8142554,507,Customer,01/03/2019,1,391.15
401349393,3671414,2615685,507,Customer,01/03/2019,1,189
401349393,3671414,2384807,507,Customer,01/03/2019,7,1043
401349393,3671414,2661570,507,Customer,01/03/2019,1,255.01
439854393,3672139,2363983,120,Pricing Engine ZGPD,01/09/2019,0,0
439854393,3672139,8986210,120,Pricing Engine ZGPD,01/09/2019,1,156.96
439873293,2314793,2655055,310,Overwr Price Eng Warranty,01/16/2019,1,0
973239293,3655817,2605778,463,Overwr Agr Cust.NP - Z001,01/22/2019,12,1440
523870293,3679949,2336696,#,#,01/09/2019,1,0
523870293,3679949,2344423,#,#,01/09/2019,1,0
523870293,3679949,2341328,#,#,01/09/2019,1,0
523870293,3679949,2341321,#,#,01/09/2019,1,0
973371893,3678911,2328163,120,Pricing Engine ZGPD,01/10/2019,10,478.26
523809893,3924624,2344423,#,#,01/14/2019,1,0
523804893,3763230,2344423,#,#,01/15/2019,1,0
523804893,3763230,2344423,#,#,01/15/2019,1,0
523804893,3763230,2396622,#,#,01/15/2019,1,0
523875893,3478967,2344423,#,#,01/02/2019,1,0
523875893,3478967,2370024,#,#,01/02/2019,1,0
973347893,3654889,8980156,230,Agreement Netprice,01/01/2019,0,0
973347893,3654889,8104032,363,Overwr Price Eng Cust.NP - Z001,01/01/2019,0,0
973347893,3654889,8104038,363,Overwr Price Eng Cust.NP - Z001,01/01/2019,0,0
973347893,3654889,2600699,120,Pricing Engine ZGPD,01/01/2019,0,0
973347893,3654889,2607544,120,Pricing Engine ZGPD,01/01/2019,0,0
973347893,3654889,2312865,120,Pricing Engine ZGPD,01/01/2019,0,0
973347893,3654889,8980145,230,Agreement Netprice,01/01/2019,0,0
973347893,3654889,2369405,230,Agreement Netprice,01/01/2019,0,0
973347893,3654889,2602657,120,Pricing Engine ZGPD,01/01/2019,0,0
973347893,3654889,2366090,230,Agreement Netprice,01/01/2019,0,0
973347893,3654889,2336070,230,Agreement Netprice,01/01/2019,0,0
973233193,3650378,2328008,230,Agreement Netprice,01/21/2019,18000,1089
523803193,3924624,2632976,#,#,01/09/2019,1,0
523803193,3924624,2344423,#,#,01/09/2019,1,0
973359193,3337581,2610248,410,Overwr Agr Warranty,01/04/2019,2,0
973379193,3673560,2301215,120,Pricing Engine ZGPD,01/09/2019,6,270.29
973379193,3673560,2307620,120,Pricing Engine ZGPD,01/09/2019,40,157.1
439847193,3674621,2607545,120,Pricing Engine ZGPD,01/02/2019,7500,161.85
973307193,3674087,8955651,120,Pricing Engine ZGPD,01/15/2019,1,318
973307193,3674087,2369557,120,Pricing Engine ZGPD,01/15/2019,0,0
439858993,3674621,8104709,230,Agreement Netprice,01/08/2019,3,727.02
439858993,3674621,2600695,120,Pricing Engine ZGPD,01/08/2019,22500,352.94
973301993,3678911,2313043,120,Pricing Engine ZGPD,01/15/2019,10,70.77
973373493,3676446,2629021,120,Pricing Engine ZGPD,01/09/2019,32,276.66
903925493,3039326,2306899,120,Pricing Engine ZGPD,01/10/2019,-1,-6.28
439850493,3273099,8431404,120,Pricing Engine ZGPD,01/14/2019,1,0
973349593,2376275,2645878,120,Pricing Engine ZGPD,01/01/2019,0,0
973349593,2376275,2303265,120,Pricing Engine ZGPD,01/01/2019,0,0
973350593,3651200,2313042,230,Agreement Netprice,01/07/2019,30,182.97
973353793,3674346,2622508,120,Pricing Engine ZGPD,01/03/2019,6,253.77
973303793,3671280,8912839,120,Pricing Engine ZGPD,01/14/2019,1,2670.24
973303793,3671280,8969260,120,Pricing Engine ZGPD,01/14/2019,0,0
439840793,3651041,2307633,120,Pricing Engine ZGPD,01/03/2019,8,194.76
973300793,3674144,2629068,120,Pricing Engine ZGPD,01/15/2019,16,137.48
903921093,2177928,2630580,120,Pricing Engine ZGPD,01/08/2019,-50,-310.8
973351093,3084440,8985146,230,Agreement Netprice,01/07/2019,2,1169.4
973351093,3084440,2328163,230,Agreement Netprice,01/07/2019,0,0
953205093,2253616,2672219,363,Overwr Price Eng Cust.NP - Z001,01/09/2019,220,770
953205093,2253616,2672214,363,Overwr Price Eng Cust.NP - Z001,01/09/2019,40,240
973233643,3658830,8181205,230,Agreement Netprice,01/21/2019,1,302.08
973301643,3673826,2358802,230,Agreement Netprice,01/14/2019,0,0
973301643,3673826,2349221,230,Agreement Netprice,01/14/2019,0,0
973301643,3673826,8121019,230,Agreement Netprice,01/14/2019,3,96.27
973301643,3673826,8121014,230,Agreement Netprice,01/14/2019,1,37.44
973301643,3673826,2352004,230,Agreement Netprice,01/14/2019,23,250.24
973379643,3219622,2328163,120,Pricing Engine ZGPD,01/10/2019,3,124.87
973379643,3219622,2307662,120,Pricing Engine ZGPD,01/10/2019,10,65.69
973379643,3219622,2672188,120,Pricing Engine ZGPD,01/10/2019,0,0
973379643,3219622,8948185,120,Pricing Engine ZGPD,01/10/2019,1,125.36
973374643,2107504,8957952,120,Pricing Engine ZGPD,01/09/2019,1,629.8
973374643,2107504,2346228,120,Pricing Engine ZGPD,01/09/2019,0,0
973374643,2107504,2687679,230,Agreement Netprice,01/09/2019,1,10.59
973374643,2107504,2398727,120,Pricing Engine ZGPD,01/09/2019,0,0
973374643,2107504,2687650,230,Agreement Netprice,01/09/2019,1,5.75
973304643,3654889,2600613,120,Pricing Engine ZGPD,01/15/2019,8000,378.23
973304343,3659314,2267336,120,Pricing Engine ZGPD,01/15/2019,0,0
973304343,3659314,2612053,120,Pricing Engine ZGPD,01/15/2019,0,0
973304343,3659314,2301284,120,Pricing Engine ZGPD,01/15/2019,0,0
973304343,3659314,8469235,120,Pricing Engine ZGPD,01/15/2019,1,7792.96
973375343,3185304,2671242,120,Pricing Engine ZGPD,01/11/2019,2,369.36
973375343,3185304,8964111,230,Agreement Netprice,01/11/2019,1,1334.88
973375343,3185304,8969260,230,Agreement Netprice,01/11/2019,0,0
523870343,3741549,2308333,#,#,01/03/2019,1,0
439847243,3495501,2313678,120,Pricing Engine ZGPD,01/02/2019,1000,495
439878843,2285604,2687597,120,Pricing Engine ZGPD,01/16/2019,1,5
439854843,3674621,8980145,120,Pricing Engine ZGPD,01/10/2019,10,1232.98
439854843,3674621,2369405,120,Pricing Engine ZGPD,01/10/2019,0,0
439854843,3674621,2336070,120,Pricing Engine ZGPD,01/10/2019,0,0
523877843,3674149,2379056,#,#,01/09/2019,1,0
439872143,3676474,8972684,120,Pricing Engine ZGPD,01/16/2019,2,150.52
401354143,2246148,2313606,507,Customer,01/11/2019,0,0
401354143,2246148,2338112,507,Customer,01/11/2019,0,0
401354143,2246148,2632568,507,Customer,01/11/2019,0,0
401354143,2246148,2639541,507,Customer,01/11/2019,0,0
401354143,2246148,8991199,507,Customer,01/11/2019,25,14225
401354143,2246148,2384807,507,Customer,01/11/2019,0,0
973375143,3584401,2310061,363,Overwr Price Eng Cust.NP - Z001,01/10/2019,0,0
973375143,3584401,2639541,363,Overwr Price Eng Cust.NP - Z001,01/10/2019,0,0
973375143,3584401,8106305,363,Overwr Price Eng Cust.NP - Z001,01/10/2019,2,1058
973375143,3584401,2384807,363,Overwr Price Eng Cust.NP - Z001,01/10/2019,0,0
973375143,3584401,2384507,363,Overwr Price Eng Cust.NP - Z001,01/10/2019,0,0
973236943,3185304,8122675,230,Agreement Netprice,01/21/2019,1,889.92
973306943,3185304,2671242,120,Pricing Engine ZGPD,01/16/2019,1,184.68
973306943,3185304,2607307,120,Pricing Engine ZGPD,01/16/2019,6,341.74
973233943,2606406,2600818,230,Agreement Netprice,01/22/2019,120,353.1
973233943,2606406,2664864,230,Agreement Netprice,01/22/2019,1,144.45
973233943,2606406,2600844,230,Agreement Netprice,01/22/2019,35,106.74
973233943,2606406,2349855,120,Pricing Engine ZGPD,01/22/2019,2,183
973233943,2606406,2600250,120,Pricing Engine ZGPD,01/22/2019,40,101.69
523803943,3679139,2683765,#,#,01/09/2019,1,0
401345943,2376275,8957976,#,#,01/03/2019,0,-62.32
973260943,3674746,2328163,120,Pricing Engine ZGPD,01/21/2019,2,95.65
973376443,3659314,2637043,120,Pricing Engine ZGPD,01/08/2019,1,253.78
973376443,3659314,8936003,230,Agreement Netprice,01/08/2019,1,327.11
973376443,3659314,2671242,230,Agreement Netprice,01/08/2019,1,173.3
973376443,3659314,2637018,120,Pricing Engine ZGPD,01/08/2019,1,82.07
973376443,3659314,2363008,230,Agreement Netprice,01/08/2019,0,0
973376443,3659314,2637011,230,Agreement Netprice,01/08/2019,1,86.6
973376443,3659314,2657101,230,Agreement Netprice,01/08/2019,0,0
973376443,3659314,2665695,230,Agreement Netprice,01/08/2019,0,0
973376443,3659314,2358297,120,Pricing Engine ZGPD,01/08/2019,0,0
973376443,3659314,2637097,120,Pricing Engine ZGPD,01/08/2019,1,211.36
973376443,3659314,8952480,120,Pricing Engine ZGPD,01/08/2019,1,227.96
973376443,3659314,2310510,120,Pricing Engine ZGPD,01/08/2019,10,11.14
953209443,3603332,2306457,230,Agreement Netprice,01/14/2019,0,0
953209443,3603332,8436660,230,Agreement Netprice,01/14/2019,1,2093
953209443,3603332,2374460,230,Agreement Netprice,01/14/2019,0,0
953209443,3603332,2324030,230,Agreement Netprice,01/14/2019,0,0
401264443,3650620,2313606,507,Customer,01/22/2019,40,5160
401264443,3650620,2338112,507,Customer,01/22/2019,40,5160
401264443,3650620,8460921,507,Customer,01/22/2019,60,13740
401264443,3650620,2639541,507,Customer,01/22/2019,40,1560
401264443,3650620,2384807,507,Customer,01/22/2019,0,0
903989543,3659156,2327232,120,Pricing Engine ZGPD,01/17/2019,-1000,-238.5
973353743,3659916,2639541,120,Pricing Engine ZGPD,01/03/2019,1,39
439873743,2650933,2328163,230,Agreement Netprice,01/16/2019,2,44.44
523166043,3873726,2392179,#,#,01/21/2019,1,89.7
523166043,3873726,2623594,#,#,01/21/2019,1,30
439847043,3737038,2363983,120,Pricing Engine ZGPD,01/02/2019,0,0
439847043,3737038,8184507,120,Pricing Engine ZGPD,01/02/2019,1,234.44
439847043,3737038,8986210,120,Pricing Engine ZGPD,01/02/2019,1,148.68
973354653,3674151,8621662,120,Pricing Engine ZGPD,01/14/2019,2,256
903926353,3211358,8964114,230,Agreement Netprice,01/02/2019,-2,-3026.16
903926353,3211358,8969260,230,Agreement Netprice,01/02/2019,0,0
973302353,3659314,2323942,120,Pricing Engine ZGPD,01/11/2019,5,35.24
973268353,3748986,8194708,230,Agreement Netprice,01/16/2019,1,2484
